precision,recall,threshold
0.1570796460176991,1.0,0.26755460125903996
0.15710281752470867,1.0,0.36725355291095724
0.1571259958689879,1.0,0.4227825478368269
0.1571491810535635,1.0,0.4247642843812042
0.15717237308146398,1.0,0.43355488543101545
0.15719557195571957,1.0,0.43594450879850755
0.15721877767936226,1.0,0.43721361614723225
0.15724199025542596,1.0,0.43732791448583025
0.15726520968694624,1.0,0.4427228450972182
0.15728843597696057,1.0,0.4491566071560911
0.15731166912850814,1.0,0.44986197289202334
0.15733490914462994,1.0,0.4527102120992875
0.1573581560283688,1.0,0.4536136726007141
0.15738140978276932,1.0,0.45953230135558776
0.1574046704108779,1.0,0.45999377219616605
0.1574279379157428,1.0,0.46181272988123
0.15745121230041395,1.0,0.46256253502981914
0.1574744935679432,1.0,0.4646661093304116
0.1574977817213842,1.0,0.46538940145754076
0.15752107676379234,1.0,0.46540226020754405
0.15754437869822485,1.0,0.46636299655334207
0.15756768752774078,1.0,0.4688787451814198
0.157591003255401,1.0,0.46916567263964987
0.15761432588426816,1.0,0.46950003092181586
0.15763765541740674,1.0,0.4708763866100026
0.15766099185788304,1.0,0.4718982300939896
0.15768433520876518,1.0,0.4720794135808312
0.15770768547312305,1.0,0.47648377201962855
0.15773104265402843,1.0,0.47826147566586
0.15775440675455488,1.0,0.4796162718830131
0.15777777777777777,1.0,0.48127300235056963
0.15780115572677433,1.0,0.4812929738204308
0.1578245406046236,1.0,0.4818647514656268
0.1578479324144064,1.0,0.485500044799782
0.15787133115920546,1.0,0.4867882883670181
0.15789473684210525,1.0,0.4873104530264987
0.15791814946619218,1.0,0.48759218632856693
0.15794156903455436,1.0,0.48912394627194455
0.15796499555028182,1.0,0.4902411234261539
0.1579884290164664,1.0,0.49094222321794706
0.15801186943620177,1.0,0.49108612997420864
0.15803531681258348,1.0,0.49158663094793015
0.1580587711487088,1.0,0.4915993320937605
0.158082232447677,1.0,0.49214907321025425
0.1581057007125891,1.0,0.49338270451551886
0.15812917594654788,1.0,0.49400718356376494
0.15815265815265817,1.0,0.494041147128407
0.15817614733402643,1.0,0.49453994850930905
0.15819964349376114,1.0,0.49543740934340863
0.15822314663497253,1.0,0.495486636316559
0.15824665676077265,1.0,0.4956702297061386
0.15827017387427553,1.0,0.4969489002187473
0.1582936979785969,1.0,0.49797181051861217
0.15831722907685447,1.0,0.4989273324115458
0.15834076717216772,1.0,0.5006438473682792
