precision,recall,threshold
0.1570796460176991,1.0,0.85576767
0.15717237308146398,1.0,0.85580343
0.15721877767936226,1.0,0.8558092
0.15728843597696057,1.0,0.8558157
0.1574046704108779,1.0,0.8558164
0.15745121230041395,1.0,0.8558215
0.15754437869822485,1.0,0.8558252
0.157591003255401,1.0,0.8558287
0.15761432588426816,1.0,0.85583097
0.15768433520876518,1.0,0.8558347
0.15770768547312305,1.0,0.85588306
0.15775440675455488,1.0,0.85588884
0.15777777777777777,1.0,0.8558903
0.15780115572677433,1.0,0.8559188
0.15791814946619218,1.0,0.8559246
0.15794156903455436,1.0,0.8559311
0.15801186943620177,1.0,0.8559318
0.15803531681258348,1.0,0.8559369
0.1581057007125891,1.0,0.85593784
0.15812917594654788,1.0,0.8559383
0.15815265815265817,1.0,0.8559406
0.15817614733402643,1.0,0.8559441
0.15819964349376114,1.0,0.85594434
0.15822314663497253,1.0,0.85594636
0.15831722907685447,1.0,0.8559673
0.15834076717216772,1.0,0.85600173
0.15841142347166443,1.0,0.8560075
0.15845856271388187,1.0,0.8560375
0.15860014892032762,1.0,0.8560402
0.15914524805738195,1.0,0.8560433
0.15926424405563033,1.0,0.8560447
0.1592880646126234,1.0,0.85604596
0.15938341813828194,1.0,0.8560474
0.1594311377245509,1.0,0.8560498
0.15955056179775282,1.0,0.8560505
0.15959838153753933,1.0,0.8560507
0.1596223021582734,1.0,0.856051
0.15964622995053215,1.0,0.8560532
0.15971805638872225,1.0,0.8560534
0.15974201289935502,1.0,0.85605556
0.15988590301756492,1.0,0.8560565
0.1599339240126145,1.0,0.8560568
0.1599579453289276,1.0,0.856057
0.15998197386210006,1.0,0.8560592
0.1600060096153846,1.0,0.85605925
0.16003005259203607,1.0,0.85606277
0.16022265683767112,1.0,0.85606503
0.16024676497141138,1.0,0.8560688
0.16027088036117382,1.0,0.85607594
0.16126589945487582,1.0,0.856076
0.16129032258064516,1.0,0.85607827
0.16131475310511967,1.0,0.8560817
0.16199756394640683,0.9990610328638497,0.85608315
0.16203844980164786,0.9971830985915493,0.85608774
0.16191057530901878,0.996244131455399,0.8560882
0.16297662976629768,0.9953051643192489,0.85608894
0.1632495760752274,0.9943661971830986,0.8560892
0.16327474560592045,0.9943661971830986,0.856094
0.16426020804222946,0.9934272300469483,0.85609496
0.1643112284516229,0.9934272300469483,0.85609543
0.1646180177376692,0.9934272300469483,0.8560977
0.1651806663538245,0.9915492957746479,0.8561012
0.16572415959786366,0.9906103286384976,0.85610145
0.1656711725872367,0.9896713615023475,0.8561035
0.16598360655737704,0.9887323943661972,0.8561064
0.16600977455462715,0.9887323943661972,0.85610723
0.165956775516643,0.9877934272300469,0.85610783
0.16598295992426634,0.9877934272300469,0.8561107
0.16603535353535354,0.9877934272300469,0.8561122
0.16606156274664563,0.9877934272300469,0.8561136
0.1661664823882483,0.9877934272300469,0.85611504
0.16619273301737758,0.9877934272300469,0.8561194
0.16621899194185497,0.9877934272300469,0.8561643
0.16627153469258732,0.9877934272300469,0.8561715
0.16629781852671516,0.9877934272300469,0.8561854
0.16632411067193675,0.9877934272300469,0.85618556
0.16637671991143443,0.9877934272300469,0.85619414
0.16645569620253164,0.9877934272300469,0.85620135
0.16648203829719893,0.9877934272300469,0.8562037
0.16650838873061094,0.9877934272300469,0.8562161
0.16656111462951234,0.9877934272300469,0.856221
0.1666138739309471,0.9877934272300469,0.8562235
0.16664026611753524,0.9877934272300469,0.8562268
0.166798794989694,0.9877934272300469,0.8562326
0.16690464858004125,0.9877934272300469,0.856234
0.16693113297365916,0.9877934272300469,0.8562385
0.16698412698412698,0.9877934272300469,0.8562391
0.16703750794659886,0.9868544600938968,0.8562398
0.1670906200317965,0.9868544600938968,0.85624486
0.16690533015115355,0.9849765258215962,0.8562458
0.16693189051559515,0.9849765258215962,0.8562581
0.16698503661254377,0.9849765258215962,0.8562616
0.16709143039184454,0.9849765258215962,0.8562645
0.16717131474103586,0.9849765258215962,0.8562674
0.16719795983423652,0.9849765258215962,0.8562678
0.1672246134226048,0.9849765258215962,0.8562736
0.16730462519936204,0.9849765258215962,0.8562739
0.16738471357906495,0.9849765258215962,0.8562746
0.1673052362707535,0.984037558685446,0.8562763
0.1673319495449465,0.984037558685446,0.8562797
0.16741214057507986,0.984037558685446,0.8562806
0.16743888800127815,0.984037558685446,0.8562811
0.16751918158567775,0.984037558685446,0.85628134
0.16754596322941648,0.984037558685446,0.8562869
0.16757275343779982,0.984037558685446,0.85629636
0.16759955221493683,0.984037558685446,0.85630214
0.16768,0.984037558685446,0.85630333
0.1677336747759283,0.984037558685446,0.85630405
0.16776052505202496,0.984037558685446,0.8563091
0.16778738392571246,0.984037558685446,0.85631007
0.16781425140112088,0.984037558685446,0.85631055
0.16784112748238308,0.984037558685446,0.85632235
0.16786801217363448,0.984037558685446,0.8563236
0.16789490547901315,0.984037558685446,0.8563295
0.16794871794871793,0.984037558685446,0.8563353
0.16797563712133354,0.984037558685446,0.8563367
0.1680295013628347,0.984037558685446,0.8563418
0.16797815962742893,0.9821596244131455,0.8563425
0.1680591259640103,0.9821596244131455,0.85634273
0.16792543789169212,0.9812206572769953,0.85634756
0.16792665272639537,0.9802816901408451,0.8563484
0.16800902061855671,0.9793427230046948,0.8563485
0.16806316467934257,0.9793427230046948,0.856349
0.1681986776326399,0.9793427230046948,0.8563539
0.1682258064516129,0.9793427230046948,0.8563542
0.16817301484828923,0.9784037558685446,0.8563548
0.1682288299935359,0.9774647887323944,0.856355
0.16825602068854048,0.9774647887323944,0.8563556
0.16839210611452604,0.9774647887323944,0.85635567
0.16841934961980262,0.9774647887323944,0.8563596
0.16844660194174757,0.9774647887323944,0.85635966
0.16847386308464152,0.9774647887323944,0.8563607
0.1685011330527679,0.9774647887323944,0.8563608
0.16863761542199904,0.9774647887323944,0.8563614
0.1687489858834983,0.9765258215962441,0.85636145
0.16877637130801687,0.9765258215962441,0.8563616
0.16883116883116883,0.9765258215962441,0.8563654
0.16885858093846404,0.9765258215962441,0.85636646
0.16907819866688342,0.9765258215962441,0.8563674
0.16924328722538648,0.9765258215962441,0.8563679
0.1693259524584826,0.9765258215962441,0.8563719
0.1692458055057827,0.9755868544600939,0.85637367
0.16944444444444445,0.9737089201877934,0.8563797
0.16961072947333988,0.9737089201877934,0.85638314
0.16966623036649214,0.9737089201877934,0.85638684
0.1707035755478662,0.9727699530516432,0.8563889
0.17078799868117375,0.9727699530516432,0.8563891
0.17081615828524319,0.9727699530516432,0.8563919
0.170844327176781,0.9727699530516432,0.8563926
0.17181787969425058,0.9708920187793427,0.85639405
0.17216117216117216,0.9708920187793427,0.8563964
0.17218984179850125,0.9708920187793427,0.8563991
0.17278364337187865,0.968075117370892,0.85639983
0.17345222072678332,0.968075117370892,0.8564001
0.17365672898770423,0.968075117370892,0.8564014
0.17368598382749326,0.968075117370892,0.8564049
0.17526826775677057,0.9661971830985916,0.85640585
0.17525597269624574,0.964319248826291,0.85640633
0.17563399588759424,0.9624413145539906,0.85640717
0.17572432710440597,0.9624413145539906,0.8564086
0.17578459955410736,0.9624413145539906,0.8564121
0.17602349283123164,0.9568075117370892,0.85641235
0.1761147597649499,0.9568075117370892,0.8564132
0.17614520311149526,0.9568075117370892,0.8564173
0.17620612139028186,0.9568075117370892,0.85641813
0.1761038961038961,0.9549295774647887,0.8564187
0.17616490559501127,0.9549295774647887,0.8564204
0.17622595737307226,0.9549295774647887,0.8564216
0.1767571329157968,0.9539906103286385,0.8564231
0.17667536988685814,0.9530516431924883,0.8564245
0.17645009580212506,0.9511737089201878,0.85642594
0.17651158738456177,0.9511737089201878,0.8564274
0.17691232972406568,0.9511737089201878,0.8564288
0.17700506727240958,0.9511737089201878,0.85643053
0.17703600139811254,0.9511737089201878,0.8564317
0.17712886868333624,0.9511737089201878,0.85643244
0.177159846100035,0.9511737089201878,0.85643363
0.177190834353682,0.9511737089201878,0.85643774
0.177221833449965,0.9511737089201878,0.8564382
0.17728386419320966,0.9511737089201878,0.85643965
0.1773148958515666,0.9511737089201878,0.85644066
0.17717086834733894,0.9502347417840376,0.85644644
0.17720189108737525,0.9502347417840376,0.8564479
0.17723292469352014,0.9502347417840376,0.8564664
0.17726396917148363,0.9502347417840376,0.8564749
0.17729502452697968,0.9502347417840376,0.8564791
0.1776489193463363,0.9492957746478873,0.8564794
0.17768014059753953,0.9492957746478873,0.8564845
0.17774261603375527,0.9492957746478873,0.8564849
0.17767212537418559,0.9474178403755869,0.8564854
0.1777347190417474,0.9474178403755869,0.8564863
0.1777660324171952,0.9474178403755869,0.85648715
0.17782869228057807,0.9474178403755869,0.8564917
0.17786003878018686,0.9474178403755869,0.8564921
0.17792276494445425,0.9474178403755869,0.85649264
0.17777777777777778,0.9464788732394366,0.85649335
0.177809137414006,0.9464788732394366,0.8564939
0.17784050811573748,0.9464788732394366,0.8564977
0.17787188988883007,0.9464788732394366,0.8564984
0.17790328273914577,0.9464788732394366,0.85649985
0.17793468667255075,0.9464788732394366,0.85650486
0.17789566755083996,0.9446009389671362,0.8565105
0.17792713123452422,0.9446009389671362,0.85651064
0.17802158909927446,0.9446009389671362,0.8565117
0.17805309734513275,0.9446009389671362,0.85651207
0.17808461674632678,0.9446009389671362,0.8565129
0.17811614730878186,0.9446009389671362,0.85651714
0.17795108117688763,0.9427230046948357,0.85651785
0.17791193181818182,0.9408450704225352,0.8565189
0.17794352690463505,0.9408450704225352,0.85652256
0.17803837953091683,0.9408450704225352,0.8565228
0.1781016708140775,0.9408450704225352,0.8565229
0.1783235451147891,0.9408450704225352,0.8565239
0.17820900836745593,0.939906103286385,0.856524
0.17824074074074073,0.939906103286385,0.85653
0.17827248441674087,0.939906103286385,0.85653013
0.1784313725490196,0.939906103286385,0.8565353
0.17852684144818975,0.939906103286385,0.8565358
0.1786224125624554,0.939906103286385,0.85653603
0.17865429234338748,0.939906103286385,0.8565411
0.17853954650955187,0.9389671361502347,0.8565425
0.17857142857142858,0.9389671361502347,0.85655886
0.1786033220217896,0.9389671361502347,0.85657793
0.17863522686673813,0.9389671361502347,0.85659015
0.17866714311238163,0.9389671361502347,0.8565913
0.17885888034340905,0.9389671361502347,0.85659593
0.17889087656529518,0.9389671361502347,0.85659707
0.1789228842368939,0.9389671361502347,0.8565985
0.17901897601145722,0.9389671361502347,0.85660356
0.17911517105498836,0.9389671361502347,0.8566043
0.17946877243359655,0.9389671361502347,0.8566045
0.1793536804308797,0.9380281690140845,0.85660934
0.17941810344827586,0.9380281690140845,0.8566103
0.17959330574050747,0.9370892018779343,0.8566108
0.17965796579657967,0.9370892018779343,0.8566164
0.1797226724293175,0.9370892018779343,0.85661656
0.18011189316007942,0.9370892018779343,0.8566226
0.18043753389983727,0.9370892018779343,0.8566259
0.18060079623597539,0.9370892018779343,0.8566283
0.18063348416289593,0.9370892018779343,0.8566297
0.18096101541251133,0.9370892018779343,0.85662985
0.18102666424814076,0.9370892018779343,0.8566317
0.18105950653120464,0.9370892018779343,0.8566331
0.1811252268602541,0.9370892018779343,0.8566348
0.18097658377200945,0.936150234741784,0.8566355
0.1815037320225742,0.936150234741784,0.8566361
0.18153678077203206,0.936150234741784,0.85663635
0.1815698415589146,0.936150234741784,0.85663694
0.1818513784918751,0.9352112676056338,0.8566382
0.18191780821917808,0.9352112676056338,0.8566389
0.18195104128607964,0.9352112676056338,0.8566406
0.18198428649735063,0.9352112676056338,0.856642
0.182168409466153,0.9323943661971831,0.8566427
0.18227146814404432,0.9267605633802817,0.85664296
0.18250739644970415,0.9267605633802817,0.856644
0.1826086956521739,0.9267605633802817,0.85664475
0.18264248704663213,0.9267605633802817,0.8566454
0.18271010736764162,0.9267605633802817,0.8566477
0.1827439363080911,0.9267605633802817,0.8566478
0.18421544791471853,0.9248826291079812,0.85664874
0.1845025390257664,0.9211267605633803,0.8566492
0.1846676737160121,0.9183098591549296,0.856651
0.18470254957507082,0.9183098591549296,0.8566512
0.1846182917611489,0.9173708920187793,0.8566515
0.18465318465318464,0.9173708920187793,0.8566538
0.18468809073724007,0.9173708920187793,0.8566549
0.18472301002079788,0.9173708920187793,0.856655
0.18634015687775016,0.9145539906103286,0.85665524
0.18591711435149655,0.9098591549295775,0.8566565
0.18595279217040875,0.9098591549295775,0.856657
0.18579654510556623,0.9089201877934272,0.8566572
0.18583221347667497,0.9089201877934272,0.8566596
0.18590359131937775,0.9089201877934272,0.856661
0.18619489559164734,0.9042253521126761,0.8566625
0.1862309031135177,0.9042253521126761,0.8566683
0.1861094989359644,0.9032863849765258,0.8566688
0.18585271317829458,0.9004694835680751,0.85667455
0.18596082993988752,0.9004694835680751,0.8566748
0.18614130434782608,0.9004694835680751,0.8566806
0.1862135922330097,0.9004694835680751,0.8566958
0.18624975723441445,0.9004694835680751,0.8567023
0.1862859362859363,0.9004694835680751,0.8567081
0.18632212939576454,0.9004694835680751,0.8567165
0.18635833657209483,0.9004694835680751,0.8567216
0.18639455782312925,0.9004694835680751,0.8567223
0.1864307931570762,0.9004694835680751,0.85672253
0.1864670425821505,0.9004694835680751,0.8567283
0.1865033061065733,0.9004694835680751,0.8567344
0.18653958373857227,0.9004694835680751,0.8567406
0.18668483550710532,0.9004694835680751,0.85674775
0.18656280428432326,0.8995305164319248,0.8567535
0.1867082440070162,0.8995305164319248,0.85675496
0.1867810489374147,0.8995305164319248,0.85676
0.18681747269890794,0.8995305164319248,0.85676074
0.18653658536585366,0.8976525821596244,0.8567644
0.18645060523233112,0.8967136150234741,0.8567658
0.18647380766223612,0.895774647887324,0.85676676
0.1864605752298963,0.8948356807511737,0.85676706
0.18658034137728075,0.8929577464788733,0.85677016
0.18672688003141566,0.8929577464788733,0.8567709
0.18676355066771405,0.8929577464788733,0.8567716
0.18680023571007662,0.8929577464788733,0.85677284
0.18724158298877733,0.8929577464788733,0.856773
0.18719211822660098,0.892018779342723,0.85677326
0.18726591760299627,0.892018779342723,0.8567743
0.1871056782334385,0.8910798122065727,0.85677636
0.18721641349378576,0.8910798122065727,0.85677665
0.18736426456071076,0.8910798122065727,0.8567768
0.18740126382306477,0.8910798122065727,0.8567773
0.18724076634406478,0.8901408450704226,0.85677737
0.18722815342032423,0.8892018779342723,0.8567779
0.1874505146476643,0.8892018779342723,0.85677904
0.18763621953635823,0.8892018779342723,0.85678005
0.18767340467697186,0.8892018779342723,0.8567803
0.18771060455896926,0.8892018779342723,0.85678244
0.18778504858219314,0.8892018779342723,0.8567831
0.1878968253968254,0.8892018779342723,0.85678315
0.18793411391149037,0.8892018779342723,0.8567834
0.18792212951926898,0.888262910798122,0.85678387
0.18795946751440493,0.888262910798122,0.85678595
0.1877980922098569,0.8873239436619719,0.8567861
0.18783542039355994,0.8873239436619719,0.85678613
0.1878727634194831,0.8873239436619719,0.85678935
0.1879848816391486,0.8873239436619719,0.85678965
0.1881720430107527,0.8873239436619719,0.8567899
0.18824701195219123,0.8873239436619719,0.85679084
0.18832204065364688,0.8873239436619719,0.85679257
0.18835957743671516,0.8873239436619719,0.85679483
0.18803589232303092,0.8854460093896713,0.8567954
0.18811091162976262,0.8854460093896713,0.85679567
0.18818599082019558,0.8854460093896713,0.85679626
0.18822355289421158,0.8854460093896713,0.8567986
0.1880614893192254,0.8845070422535212,0.85680264
0.18813660874775315,0.8845070422535212,0.8568028
0.18812675491375852,0.8807511737089202,0.8568031
0.18807707747892413,0.8798122065727699,0.8568086
0.18864875782670168,0.8769953051643192,0.8568089
0.1888394662353417,0.8769953051643192,0.85680914
0.18887765419615773,0.8769953051643192,0.8568093
0.18891585760517798,0.8769953051643192,0.8568099
0.188789963577499,0.8760563380281691,0.85681003
0.1886677497969131,0.8723004694835681,0.8568149
0.18889792598617325,0.8723004694835681,0.8568151
0.18897959183673468,0.8694835680751174,0.8568158
0.18938307030129126,0.8676056338028169,0.85681605
0.18953846153846154,0.8676056338028169,0.85681957
0.18957734919983588,0.8676056338028169,0.85682017
0.18961625282167044,0.8676056338028169,0.8568209
0.190436933223413,0.8676056338028169,0.8568216
0.19013212221304707,0.8647887323943662,0.85682184
0.19059457219805262,0.863849765258216,0.8568223
0.19083177763949388,0.863849765258216,0.8568246
0.19060486385366868,0.8610328638497653,0.85682607
0.19064449064449066,0.8610328638497653,0.8568274
0.1907634699396713,0.8610328638497653,0.8568281
