fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0006706908115358819,0.9871807190351065
0.0,0.0013413816230717639,0.9860989523463846
0.00012581781580271766,0.0013413816230717639,0.9774166259128296
0.0002516356316054353,0.0013413816230717639,0.9651763505312558
0.000377453447408153,0.0013413816230717639,0.9428304245653281
0.0005032712632108706,0.0013413816230717639,0.9410998905501307
0.0005032712632108706,0.002012072434607646,0.939869262922115
0.0005032712632108706,0.0026827632461435278,0.9367189408130491
0.0006290890790135883,0.0026827632461435278,0.93667214232059
0.000754906894816306,0.0026827632461435278,0.9348907162530349
0.0008807247106190236,0.0026827632461435278,0.9341730215238848
0.0008807247106190236,0.00335345405767941,0.9297978267576322
0.0008807247106190236,0.004024144869215292,0.929416414642328
0.0008807247106190236,0.004694835680751174,0.9293179250894144
0.0008807247106190236,0.0053655264922870555,0.9249078552166095
0.0008807247106190236,0.006036217303822937,0.9221793673834185
0.0008807247106190236,0.00670690811535882,0.9199357038860498
0.0008807247106190236,0.007377598926894702,0.9196222292840416
0.0010065425264217413,0.007377598926894702,0.9182295051139571
0.001132360342224459,0.007377598926894702,0.9170733308417373
0.0012581781580271766,0.007377598926894702,0.9125817378669586
0.0012581781580271766,0.008048289738430584,0.9110506838111553
0.0013839959738298944,0.008048289738430584,0.9101160972119209
0.0013839959738298944,0.008718980549966466,0.9095167151215767
0.0013839959738298944,0.009389671361502348,0.9083747956009147
0.001509813789632612,0.009389671361502348,0.9078294925609899
0.0016356316054353297,0.009389671361502348,0.9076197116946358
0.0017614494212380473,0.009389671361502348,0.9055290537378796
0.0017614494212380473,0.01006036217303823,0.9054304775940315
0.001887267237040765,0.01006036217303823,0.9012475432964469
0.0020130850528434826,0.01006036217303823,0.8998036387565193
0.0020130850528434826,0.010731052984574111,0.8993924809931794
0.0020130850528434826,0.011401743796109993,0.8987276585453162
0.0021389028686462004,0.011401743796109993,0.8968541211775908
0.002264720684448918,0.011401743796109993,0.8966284628769263
0.0023905385002516355,0.011401743796109993,0.8965000148352041
0.0025163563160543532,0.011401743796109993,0.8962045099390139
0.0025163563160543532,0.012072434607645875,0.8958464941851798
0.0025163563160543532,0.012743125419181758,0.8955885447999593
0.002642174131857071,0.012743125419181758,0.8955014221186615
0.002642174131857071,0.01341381623071764,0.894493611710237
0.0027679919476597888,0.01341381623071764,0.8942142629375406
0.0027679919476597888,0.014084507042253521,0.8931929348194083
0.002893809763462506,0.014084507042253521,0.8930548788746864
0.003019627579265224,0.014084507042253521,0.89223479731865
0.0031454453950679417,0.014084507042253521,0.8918927281353428
0.0032712632108706594,0.014084507042253521,0.8913835654486136
0.0033970810266733768,0.014084507042253521,0.889362795201636
